<<<<<<< HEAD
-1.835 1.571 0
-1.84 1.566 0
-1.845 1.562 0
-1.85 1.558 0
-1.854 1.553 0
-1.859 1.549 0
-1.864 1.545 0
-1.869 1.54 0
-1.874 1.535 0
-1.879 1.531 0
-1.884 1.526 0
-1.889 1.521 0
-1.894 1.517 0
-1.899 1.512 0
-1.904 1.507 0
-1.909 1.503 0
-1.914 1.498 0
-1.92 1.494 0
-1.925 1.489 0
-1.93 1.484 0
-1.935 1.479 0
-1.94 1.474 0
-1.945 1.469 0
-1.951 1.464 0
-1.956 1.459 0
-1.961 1.454 0
-1.966 1.449 0
-1.971 1.444 0
-1.976 1.439 0
-1.982 1.434 0
-1.987 1.429 0
-1.992 1.424 0
-1.997 1.418 0
-2.002 1.413 0
-2.008 1.408 0
-2.013 1.403 0
-2.018 1.398 0
-2.023 1.393 0
-2.028 1.387 0
-2.033 1.382 0
-2.038 1.377 0
-2.044 1.372 0
-2.049 1.366 0
-2.053 1.361 0
-2.058 1.356 0
-2.063 1.351 0
-2.068 1.346 0
-2.073 1.341 0
-2.077 1.336 0
-2.082 1.331 0
-2.087 1.325 0
-2.091 1.32 0
-2.096 1.315 0
-2.101 1.31 0
-2.105 1.305 0
-2.109 1.3 0
-2.114 1.295 0
-2.118 1.29 0
-2.123 1.285 0
-2.127 1.279 0
-2.132 1.274 0
-2.136 1.269 0
-2.141 1.264 0
-2.145 1.259 0
-2.15 1.254 0
-2.154 1.248 0
-2.158 1.243 0
-2.163 1.238 0
-2.167 1.233 0
-2.171 1.228 0
-2.176 1.223 0
-2.18 1.218 0
-2.184 1.212 0
-2.188 1.207 0
-2.193 1.202 0
-2.197 1.197 0
-2.201 1.191 0
-2.205 1.186 0
-2.209 1.18 0
-2.214 1.175 0
-2.218 1.169 0
-2.222 1.164 0
-2.226 1.158 0
-2.231 1.153 0
-2.235 1.147 0
-2.239 1.142 0
-2.243 1.136 0
-2.247 1.131 0
-2.251 1.125 0
-2.255 1.12 0
-2.259 1.114 0
-2.264 1.109 0
-2.268 1.103 0
-2.272 1.098 0
-2.276 1.092 0
-2.28 1.086 0
-2.284 1.081 0
-2.288 1.075 0
-2.293 1.07 0
-2.297 1.064 0
-2.301 1.058 0
-2.305 1.053 0
-2.309 1.047 0
-2.313 1.041 0
-2.318 1.035 0
-2.322 1.029 0
-2.326 1.024 0
-2.33 1.018 0
-2.334 1.012 0
-2.338 1.006 0
-2.342 1.0 0
-2.347 0.994 0
-2.351 0.989 0
-2.355 0.983 0
-2.359 0.977 0
-2.363 0.97 0
-2.367 0.964 0
-2.371 0.958 0
-2.375 0.952 0
-2.379 0.946 0
-2.384 0.939 0
-2.388 0.933 0
-2.392 0.927 0
-2.396 0.92 0
-2.4 0.914 0
-2.404 0.908 0
-2.408 0.901 0
-2.413 0.895 0
-2.417 0.889 0
-2.421 0.882 0
-2.425 0.876 0
-2.429 0.87 0
-2.433 0.863 0
-2.437 0.857 0
-2.441 0.85 0
-2.445 0.844 0
-2.449 0.838 0
-2.453 0.831 0
-2.457 0.825 0
-2.46 0.818 0
-2.464 0.812 0
-2.468 0.805 0
-2.472 0.799 0
-2.476 0.792 0
-2.48 0.785 0
-2.483 0.779 0
-2.487 0.772 0
-2.491 0.766 0
-2.494 0.759 0
-2.498 0.752 0
-2.501 0.745 0
-2.505 0.738 0
-2.508 0.732 0
-2.511 0.725 0
-2.515 0.718 0
-2.518 0.711 0
-2.521 0.704 0
-2.525 0.696 0
-2.528 0.689 0
-2.531 0.682 0
-2.535 0.675 0
-2.538 0.668 0
-2.541 0.661 0
-2.544 0.654 0
-2.547 0.647 0
-2.55 0.64 0
-2.553 0.633 0
-2.556 0.626 0
-2.559 0.619 0
-2.562 0.612 0
-2.565 0.605 0
-2.567 0.598 0
-2.57 0.591 0
-2.573 0.584 0
-2.576 0.577 0
-2.578 0.571 0
-2.581 0.564 0
-2.584 0.556 0
-2.586 0.549 0
-2.589 0.542 0
-2.592 0.535 0
-2.594 0.527 0
-2.597 0.52 0
-2.6 0.512 0
-2.602 0.505 0
-2.605 0.497 0
-2.608 0.49 0
-2.611 0.482 0
-2.613 0.475 0
-2.616 0.467 0
-2.618 0.459 0
-2.621 0.452 0
-2.624 0.444 0
-2.626 0.436 0
-2.629 0.429 0
-2.632 0.421 0
-2.634 0.413 0
-2.637 0.405 0
-2.639 0.397 0
-2.642 0.389 0
-2.644 0.381 0
-2.647 0.374 0
-2.65 0.366 0
-2.652 0.358 0
-2.655 0.35 0
-2.657 0.343 0
-2.659 0.335 0
-2.662 0.327 0
-2.664 0.319 0
-2.667 0.311 0
-2.669 0.304 0
-2.671 0.296 0
-2.673 0.288 0
-2.676 0.28 0
-2.678 0.272 0
-2.68 0.264 0
-2.682 0.257 0
-2.684 0.249 0
-2.686 0.241 0
-2.688 0.233 0
-2.69 0.225 0
-2.692 0.218 0
-2.694 0.21 0
-2.695 0.202 0
-2.697 0.194 0
-2.699 0.186 0
-2.701 0.178 0
-2.702 0.17 0
-2.704 0.162 0
-2.706 0.154 0
-2.707 0.145 0
-2.709 0.137 0
-2.711 0.129 0
-2.712 0.121 0
-2.714 0.112 0
-2.716 0.104 0
-2.717 0.096 0
-2.718 0.088 0
-2.72 0.079 0
-2.721 0.071 0
-2.723 0.062 0
-2.724 0.054 0
-2.726 0.046 0
-2.727 0.037 0
-2.728 0.029 0
-2.73 0.021 0
-2.731 0.012 0
-2.732 0.004 0
-2.733 -0.005 0
-2.734 -0.013 0
-2.735 -0.022 0
-2.737 -0.031 0
-2.738 -0.04 0
-2.739 -0.048 0
-2.74 -0.057 0
-2.741 -0.066 0
-2.742 -0.074 0
-2.743 -0.083 0
-2.744 -0.092 0
-2.745 -0.1 0
-2.746 -0.109 0
-2.746 -0.118 0
-2.747 -0.126 0
-2.748 -0.135 0
-2.749 -0.144 0
-2.75 -0.152 0
-2.751 -0.161 0
-2.751 -0.17 0
-2.752 -0.178 0
-2.753 -0.187 0
-2.753 -0.195 0
-2.754 -0.204 0
-2.755 -0.213 0
-2.755 -0.221 0
-2.756 -0.23 0
-2.756 -0.238 0
-2.757 -0.247 0
-2.757 -0.255 0
-2.758 -0.264 0
-2.758 -0.272 0
-2.759 -0.281 0
-2.759 -0.289 0
-2.76 -0.298 0
-2.76 -0.306 0
-2.76 -0.314 0
-2.761 -0.322 0
-2.761 -0.33 0
-2.761 -0.338 0
-2.762 -0.346 0
-2.762 -0.354 0
-2.762 -0.361 0
-2.762 -0.369 0
-2.763 -0.377 0
-2.763 -0.385 0
-2.763 -0.393 0
-2.763 -0.401 0
-2.763 -0.409 0
-2.763 -0.416 0
-2.763 -0.424 0
-2.762 -0.432 0
-2.762 -0.44 0
-2.762 -0.448 0
-2.762 -0.456 0
-2.762 -0.464 0
-2.761 -0.471 0
-2.761 -0.479 0
-2.761 -0.487 0
-2.761 -0.495 0
-2.76 -0.503 0
-2.76 -0.511 0
-2.76 -0.519 0
-2.759 -0.527 0
-2.759 -0.535 0
-2.758 -0.542 0
-2.758 -0.55 0
-2.758 -0.558 0
-2.757 -0.566 0
-2.757 -0.574 0
-2.756 -0.581 0
-2.756 -0.589 0
-2.755 -0.597 0
-2.755 -0.605 0
-2.754 -0.613 0
-2.754 -0.62 0
-2.753 -0.628 0
-2.752 -0.636 0
-2.752 -0.644 0
-2.751 -0.652 0
-2.751 -0.66 0
-2.75 -0.667 0
-2.749 -0.675 0
-2.749 -0.682 0
-2.748 -0.69 0
-2.747 -0.697 0
-2.746 -0.705 0
-2.746 -0.713 0
-2.745 -0.72 0
-2.744 -0.728 0
-2.743 -0.735 0
-2.742 -0.743 0
-2.741 -0.751 0
-2.741 -0.758 0
-2.74 -0.766 0
-2.739 -0.774 0
-2.738 -0.782 0
-2.737 -0.79 0
-2.736 -0.798 0
-2.735 -0.806 0
-2.734 -0.814 0
-2.733 -0.821 0
-2.732 -0.829 0
-2.731 -0.837 0
-2.73 -0.845 0
-2.728 -0.853 0
-2.727 -0.861 0
-2.726 -0.869 0
-2.725 -0.877 0
-2.724 -0.884 0
-2.723 -0.892 0
-2.722 -0.9 0
-2.72 -0.908 0
-2.719 -0.916 0
-2.718 -0.924 0
-2.717 -0.932 0
-2.715 -0.94 0
-2.714 -0.947 0
-2.713 -0.955 0
-2.712 -0.962 0
-2.71 -0.97 0
-2.709 -0.978 0
-2.708 -0.985 0
-2.707 -0.993 0
-2.705 -1.0 0
-2.704 -1.008 0
-2.703 -1.016 0
-2.701 -1.023 0
-2.7 -1.031 0
-2.699 -1.039 0
-2.697 -1.046 0
-2.696 -1.054 0
-2.695 -1.062 0
-2.693 -1.069 0
-2.692 -1.077 0
-2.69 -1.084 0
-2.689 -1.092 0
-2.688 -1.1 0
-2.686 -1.107 0
-2.685 -1.115 0
-2.683 -1.122 0
-2.682 -1.13 0
-2.681 -1.137 0
-2.679 -1.145 0
-2.678 -1.152 0
-2.676 -1.16 0
-2.675 -1.168 0
-2.673 -1.176 0
-2.672 -1.183 0
-2.67 -1.191 0
-2.669 -1.199 0
-2.667 -1.206 0
-2.666 -1.214 0
-2.664 -1.221 0
-2.662 -1.228 0
-2.661 -1.236 0
-2.659 -1.243 0
-2.657 -1.251 0
-2.656 -1.258 0
-2.654 -1.266 0
-2.652 -1.273 0
-2.65 -1.281 0
-2.648 -1.288 0
-2.647 -1.296 0
-2.645 -1.304 0
-2.643 -1.311 0
-2.641 -1.319 0
-2.639 -1.326 0
-2.637 -1.334 0
-2.634 -1.342 0
-2.632 -1.349 0
-2.63 -1.356 0
-2.628 -1.364 0
-2.626 -1.371 0
-2.624 -1.378 0
-2.623 -1.385 0
-2.62 -1.393 0
-2.618 -1.4 0
-2.616 -1.407 0
-2.614 -1.415 0
-2.611 -1.422 0
-2.609 -1.429 0
-2.607 -1.437 0
-2.605 -1.444 0
-2.602 -1.452 0
-2.6 -1.459 0
-2.598 -1.466 0
-2.595 -1.473 0
-2.593 -1.481 0
-2.59 -1.488 0
-2.588 -1.496 0
-2.585 -1.503 0
-2.583 -1.511 0
-2.58 -1.518 0
-2.578 -1.526 0
-2.575 -1.533 0
-2.572 -1.541 0
-2.57 -1.548 0
-2.567 -1.556 0
-2.564 -1.564 0
-2.561 -1.571 0
-2.559 -1.579 0
-2.556 -1.587 0
-2.553 -1.594 0
-2.55 -1.602 0
-2.547 -1.61 0
-2.544 -1.618 0
-2.541 -1.626 0
-2.537 -1.634 0
-2.534 -1.641 0
-2.531 -1.649 0
-2.528 -1.658 0
-2.525 -1.666 0
-2.521 -1.674 0
-2.518 -1.682 0
-2.515 -1.689 0
-2.511 -1.697 0
-2.508 -1.705 0
-2.505 -1.713 0
-2.501 -1.721 0
-2.498 -1.729 0
-2.494 -1.737 0
-2.491 -1.745 0
-2.487 -1.753 0
-2.484 -1.761 0
-2.48 -1.769 0
-2.477 -1.776 0
-2.473 -1.784 0
-2.47 -1.792 0
-2.466 -1.8 0
-2.463 -1.808 0
-2.459 -1.816 0
-2.456 -1.824 0
-2.452 -1.831 0
-2.448 -1.839 0
-2.445 -1.847 0
-2.441 -1.855 0
-2.438 -1.862 0
-2.434 -1.87 0
-2.43 -1.878 0
-2.426 -1.886 0
-2.422 -1.894 0
-2.419 -1.902 0
-2.415 -1.91 0
-2.411 -1.917 0
-2.407 -1.925 0
-2.403 -1.933 0
-2.399 -1.941 0
-2.395 -1.948 0
-2.391 -1.956 0
-2.387 -1.964 0
-2.383 -1.972 0
-2.379 -1.979 0
-2.375 -1.987 0
-2.371 -1.995 0
-2.366 -2.003 0
-2.362 -2.011 0
-2.358 -2.019 0
-2.354 -2.026 0
-2.35 -2.034 0
-2.345 -2.042 0
-2.341 -2.05 0
-2.337 -2.057 0
-2.332 -2.065 0
-2.328 -2.073 0
-2.324 -2.081 0
-2.319 -2.089 0
-2.314 -2.096 0
-2.31 -2.104 0
-2.305 -2.112 0
-2.3 -2.12 0
-2.296 -2.128 0
-2.291 -2.136 0
-2.286 -2.144 0
-2.281 -2.152 0
-2.276 -2.16 0
-2.271 -2.167 0
-2.266 -2.175 0
-2.262 -2.182 0
-2.257 -2.19 0
-2.252 -2.197 0
-2.247 -2.205 0
-2.242 -2.212 0
-2.237 -2.22 0
-2.231 -2.227 0
-2.226 -2.235 0
-2.221 -2.243 0
-2.216 -2.25 0
-2.21 -2.257 0
-2.205 -2.265 0
-2.2 -2.272 0
-2.195 -2.28 0
-2.189 -2.287 0
-2.184 -2.294 0
-2.179 -2.302 0
-2.174 -2.309 0
-2.168 -2.316 0
-2.163 -2.324 0
-2.158 -2.331 0
-2.152 -2.338 0
-2.147 -2.346 0
-2.141 -2.353 0
-2.135 -2.36 0
-2.13 -2.368 0
-2.124 -2.375 0
-2.118 -2.383 0
-2.112 -2.39 0
-2.107 -2.398 0
-2.101 -2.405 0
-2.095 -2.413 0
-2.089 -2.42 0
-2.083 -2.428 0
-2.077 -2.435 0
-2.071 -2.443 0
-2.065 -2.45 0
-2.059 -2.458 0
-2.053 -2.465 0
-2.047 -2.473 0
-2.041 -2.48 0
-2.035 -2.488 0
-2.029 -2.495 0
-2.023 -2.503 0
-2.017 -2.51 0
-2.011 -2.518 0
-2.005 -2.525 0
-1.999 -2.533 0
-1.992 -2.54 0
-1.986 -2.548 0
-1.98 -2.555 0
-1.974 -2.562 0
-1.968 -2.57 0
-1.962 -2.577 0
-1.956 -2.584 0
-1.95 -2.592 0
-1.943 -2.599 0
-1.937 -2.606 0
-1.93 -2.614 0
-1.924 -2.621 0
-1.917 -2.629 0
-1.911 -2.636 0
-1.904 -2.643 0
-1.897 -2.651 0
-1.891 -2.658 0
-1.884 -2.666 0
-1.877 -2.673 0
-1.87 -2.681 0
-1.864 -2.688 0
-1.857 -2.695 0
-1.85 -2.703 0
-1.843 -2.71 0
-1.836 -2.717 0
-1.829 -2.725 0
-1.822 -2.732 0
-1.815 -2.739 0
-1.808 -2.746 0
-1.8 -2.753 0
-1.793 -2.761 0
-1.786 -2.768 0
-1.779 -2.775 0
-1.771 -2.782 0
-1.764 -2.789 0
-1.757 -2.796 0
-1.75 -2.803 0
-1.742 -2.81 0
-1.735 -2.817 0
-1.727 -2.824 0
-1.72 -2.831 0
-1.712 -2.838 0
-1.705 -2.845 0
-1.697 -2.852 0
-1.689 -2.859 0
-1.682 -2.865 0
-1.674 -2.872 0
-1.666 -2.879 0
-1.659 -2.885 0
-1.651 -2.892 0
-1.643 -2.899 0
-1.635 -2.906 0
-1.628 -2.912 0
-1.62 -2.919 0
-1.612 -2.925 0
-1.604 -2.932 0
-1.595 -2.939 0
-1.587 -2.945 0
-1.579 -2.952 0
-1.571 -2.959 0
-1.562 -2.966 0
-1.553 -2.972 0
-1.545 -2.979 0
-1.536 -2.985 0
-1.528 -2.992 0
-1.519 -2.999 0
-1.51 -3.005 0
-1.502 -3.012 0
-1.493 -3.018 0
-1.484 -3.025 0
-1.476 -3.031 0
-1.467 -3.037 0
-1.458 -3.044 0
-1.449 -3.05 0
-1.44 -3.056 0
-1.431 -3.063 0
-1.422 -3.069 0
-1.413 -3.075 0
-1.405 -3.081 0
-1.396 -3.087 0
-1.387 -3.093 0
-1.378 -3.1 0
-1.369 -3.106 0
-1.36 -3.112 0
-1.351 -3.118 0
-1.342 -3.124 0
-1.333 -3.13 0
-1.324 -3.136 0
-1.316 -3.141 0
-1.307 -3.147 0
-1.298 -3.153 0
-1.289 -3.159 0
-1.28 -3.164 0
-1.271 -3.17 0
-1.263 -3.175 0
-1.254 -3.181 0
-1.245 -3.186 0
-1.236 -3.191 0
-1.228 -3.197 0
-1.219 -3.202 0
-1.21 -3.208 0
-1.201 -3.213 0
-1.192 -3.218 0
-1.183 -3.224 0
-1.174 -3.229 0
-1.164 -3.234 0
-1.155 -3.24 0
-1.145 -3.245 0
-1.136 -3.25 0
-1.126 -3.256 0
-1.116 -3.261 0
-1.106 -3.266 0
-1.096 -3.272 0
-1.086 -3.277 0
-1.076 -3.282 0
-1.067 -3.287 0
-1.057 -3.292 0
-1.047 -3.297 0
-1.037 -3.302 0
-1.028 -3.307 0
-1.018 -3.312 0
-1.008 -3.317 0
-0.999 -3.322 0
-0.989 -3.327 0
-0.979 -3.332 0
-0.97 -3.337 0
-0.96 -3.341 0
-0.951 -3.346 0
-0.942 -3.35 0
-0.932 -3.355 0
-0.923 -3.359 0
-0.913 -3.364 0
-0.904 -3.368 0
-0.894 -3.373 0
-0.885 -3.377 0
-0.875 -3.382 0
-0.866 -3.386 0
-0.856 -3.39 0
-0.846 -3.395 0
-0.837 -3.399 0
-0.827 -3.403 0
-0.817 -3.407 0
-0.807 -3.412 0
-0.797 -3.416 0
-0.787 -3.42 0
-0.777 -3.424 0
-0.767 -3.428 0
-0.757 -3.432 0
-0.747 -3.436 0
-0.737 -3.44 0
-0.727 -3.444 0
-0.718 -3.448 0
-0.708 -3.451 0
-0.698 -3.455 0
-0.689 -3.459 0
-0.679 -3.462 0
-0.67 -3.466 0
-0.661 -3.469 0
-0.652 -3.473 0
-0.643 -3.476 0
-0.634 -3.479 0
-0.624 -3.483 0
-0.615 -3.486 0
-0.606 -3.489 0
-0.597 -3.493 0
-0.587 -3.496 0
-0.578 -3.499 0
-0.568 -3.502 0
-0.558 -3.505 0
-0.548 -3.509 0
-0.539 -3.512 0
-0.529 -3.515 0
-0.519 -3.518 0
-0.51 -3.521 0
-0.5 -3.524 0
-0.49 -3.527 0
-0.481 -3.529 0
-0.471 -3.532 0
-0.461 -3.535 0
-0.451 -3.538 0
-0.441 -3.541 0
-0.432 -3.543 0
-0.422 -3.546 0
-0.412 -3.548 0
-0.403 -3.551 0
-0.393 -3.553 0
-0.384 -3.556 0
-0.374 -3.558 0
-0.364 -3.56 0
-0.355 -3.563 0
-0.345 -3.565 0
-0.336 -3.567 0
-0.326 -3.569 0
-0.317 -3.571 0
-0.307 -3.574 0
-0.298 -3.576 0
-0.288 -3.578 0
-0.278 -3.58 0
-0.268 -3.582 0
-0.258 -3.584 0
-0.247 -3.586 0
-0.237 -3.588 0
-0.227 -3.59 0
-0.216 -3.592 0
-0.206 -3.594 0
-0.195 -3.596 0
-0.185 -3.598 0
-0.174 -3.6 0
-0.163 -3.602 0
-0.152 -3.603 0
-0.141 -3.605 0
-0.13 -3.607 0
-0.119 -3.608 0
-0.108 -3.61 0
-0.096 -3.612 0
-0.085 -3.613 0
-0.074 -3.615 0
-0.062 -3.616 0
-0.051 -3.618 0
-0.039 -3.619 0
-0.027 -3.621 0
-0.016 -3.622 0
-0.004 -3.623 0
0.007 -3.625 0
0.019 -3.626 0
0.031 -3.627 0
0.042 -3.629 0
0.054 -3.63 0
0.065 -3.631 0
0.077 -3.632 0
0.089 -3.633 0
0.101 -3.634 0
0.113 -3.635 0
0.125 -3.636 0
0.138 -3.636 0
0.15 -3.637 0
0.162 -3.638 0
0.175 -3.639 0
0.187 -3.639 0
0.199 -3.64 0
0.211 -3.641 0
0.223 -3.641 0
0.235 -3.642 0
0.248 -3.642 0
0.26 -3.643 0
0.272 -3.643 0
0.284 -3.644 0
0.296 -3.644 0
0.308 -3.644 0
0.32 -3.645 0
0.332 -3.645 0
0.344 -3.645 0
0.356 -3.645 0
0.368 -3.645 0
0.38 -3.645 0
0.391 -3.645 0
0.403 -3.645 0
0.415 -3.645 0
0.427 -3.644 0
0.439 -3.644 0
0.451 -3.644 0
0.463 -3.644 0
0.475 -3.644 0
0.487 -3.643 0
0.499 -3.643 0
0.511 -3.642 0
0.523 -3.642 0
0.535 -3.641 0
0.547 -3.641 0
0.559 -3.64 0
0.571 -3.64 0
0.583 -3.639 0
0.595 -3.638 0
0.607 -3.638 0
0.619 -3.637 0
0.631 -3.636 0
0.643 -3.635 0
0.655 -3.635 0
0.668 -3.634 0
0.68 -3.633 0
0.692 -3.632 0
0.705 -3.63 0
0.717 -3.629 0
0.729 -3.628 0
0.741 -3.627 0
0.753 -3.626 0
0.765 -3.624 0
0.777 -3.623 0
0.79 -3.622 0
0.802 -3.621 0
0.814 -3.619 0
0.826 -3.618 0
0.838 -3.616 0
0.85 -3.615 0
0.862 -3.613 0
0.874 -3.612 0
0.886 -3.61 0
0.898 -3.608 0
0.909 -3.607 0
0.921 -3.605 0
0.934 -3.603 0
0.946 -3.601 0
0.958 -3.599 0
0.97 -3.597 0
0.982 -3.595 0
0.994 -3.593 0
1.007 -3.591 0
1.019 -3.589 0
1.031 -3.586 0
1.044 -3.584 0
1.056 -3.581 0
1.068 -3.579 0
1.08 -3.577 0
1.093 -3.574 0
1.105 -3.571 0
1.117 -3.569 0
1.129 -3.566 0
1.141 -3.564 0
1.153 -3.561 0
1.165 -3.558 0
1.178 -3.555 0
1.19 -3.553 0
1.202 -3.55 0
1.215 -3.547 0
1.228 -3.544 0
1.24 -3.54 0
1.253 -3.537 0
1.265 -3.534 0
1.278 -3.531 0
1.29 -3.527 0
1.303 -3.524 0
1.316 -3.52 0
1.328 -3.517 0
1.341 -3.513 0
1.353 -3.51 0
1.366 -3.506 0
1.379 -3.502 0
1.392 -3.498 0
1.404 -3.494 0
1.417 -3.49 0
1.429 -3.486 0
1.441 -3.482 0
1.453 -3.478 0
1.465 -3.474 0
1.477 -3.47 0
1.489 -3.466 0
1.501 -3.462 0
1.513 -3.458 0
1.525 -3.454 0
1.537 -3.449 0
1.549 -3.445 0
1.561 -3.441 0
1.573 -3.437 0
1.584 -3.432 0
1.596 -3.428 0
1.607 -3.424 0
1.619 -3.42 0
1.63 -3.415 0
1.642 -3.411 0
1.653 -3.406 0
1.665 -3.401 0
1.676 -3.397 0
1.688 -3.392 0
1.699 -3.388 0
1.711 -3.383 0
1.722 -3.378 0
1.733 -3.373 0
1.744 -3.369 0
1.756 -3.364 0
1.767 -3.359 0
1.778 -3.355 0
1.789 -3.35 0
1.8 -3.345 0
1.811 -3.34 0
1.822 -3.335 0
1.833 -3.331 0
1.843 -3.326 0
1.854 -3.321 0
1.865 -3.316 0
1.876 -3.311 0
1.887 -3.305 0
1.898 -3.3 0
1.909 -3.295 0
1.92 -3.29 0
1.931 -3.285 0
1.942 -3.279 0
1.953 -3.274 0
1.964 -3.268 0
1.975 -3.263 0
1.986 -3.257 0
1.998 -3.251 0
2.009 -3.246 0
2.02 -3.24 0
2.031 -3.234 0
2.042 -3.228 0
2.053 -3.222 0
2.064 -3.216 0
2.075 -3.21 0
2.086 -3.204 0
2.097 -3.198 0
2.109 -3.191 0
2.12 -3.185 0
2.131 -3.179 0
2.142 -3.172 0
2.153 -3.166 0
2.164 -3.16 0
2.175 -3.153 0
2.186 -3.147 0
2.197 -3.14 0
2.208 -3.133 0
2.219 -3.127 0
2.23 -3.12 0
2.241 -3.113 0
2.252 -3.106 0
2.263 -3.099 0
2.274 -3.092 0
2.285 -3.085 0
2.296 -3.078 0
2.307 -3.071 0
2.317 -3.064 0
2.328 -3.057 0
2.339 -3.05 0
2.349 -3.043 0
2.36 -3.036 0
2.371 -3.029 0
2.381 -3.022 0
2.392 -3.015 0
2.402 -3.008 0
2.413 -3.001 0
2.423 -2.994 0
2.434 -2.987 0
2.444 -2.98 0
2.454 -2.973 0
2.465 -2.965 0
2.475 -2.958 0
2.485 -2.951 0
2.495 -2.944 0
2.506 -2.937 0
2.516 -2.929 0
2.526 -2.922 0
2.536 -2.915 0
2.546 -2.907 0
2.556 -2.9 0
2.566 -2.892 0
2.576 -2.885 0
2.586 -2.877 0
2.596 -2.87 0
2.606 -2.862 0
2.615 -2.854 0
2.625 -2.847 0
2.635 -2.839 0
2.645 -2.831 0
2.654 -2.823 0
2.664 -2.815 0
2.674 -2.808 0
2.683 -2.8 0
2.693 -2.792 0
2.702 -2.784 0
2.711 -2.776 0
2.721 -2.768 0
2.73 -2.76 0
2.739 -2.752 0
2.748 -2.745 0
2.757 -2.737 0
2.766 -2.729 0
2.775 -2.72 0
2.784 -2.712 0
2.793 -2.704 0
2.803 -2.696 0
2.812 -2.688 0
2.821 -2.68 0
2.83 -2.671 0
2.839 -2.663 0
2.848 -2.655 0
2.857 -2.646 0
2.866 -2.638 0
2.875 -2.629 0
2.884 -2.621 0
2.893 -2.612 0
2.902 -2.604 0
2.911 -2.595 0
2.92 -2.587 0
2.929 -2.578 0
2.937 -2.57 0
2.946 -2.561 0
2.955 -2.552 0
2.963 -2.544 0
2.972 -2.535 0
2.981 -2.526 0
2.989 -2.517 0
2.998 -2.508 0
3.006 -2.499 0
3.015 -2.49 0
3.023 -2.481 0
3.032 -2.473 0
3.04 -2.464 0
3.048 -2.455 0
3.056 -2.446 0
3.065 -2.437 0
3.073 -2.429 0
3.081 -2.42 0
3.089 -2.411 0
3.097 -2.403 0
3.105 -2.394 0
3.113 -2.385 0
3.121 -2.376 0
3.129 -2.367 0
3.137 -2.358 0
3.145 -2.349 0
3.153 -2.34 0
3.161 -2.331 0
3.169 -2.322 0
3.177 -2.313 0
3.185 -2.304 0
3.193 -2.294 0
3.201 -2.285 0
3.209 -2.276 0
3.217 -2.266 0
3.225 -2.257 0
3.233 -2.248 0
3.24 -2.238 0
3.248 -2.229 0
3.256 -2.22 0
3.263 -2.21 0
3.271 -2.201 0
3.278 -2.192 0
3.286 -2.182 0
3.293 -2.173 0
3.301 -2.164 0
3.308 -2.155 0
3.315 -2.146 0
3.323 -2.137 0
3.33 -2.127 0
3.338 -2.118 0
3.345 -2.108 0
3.352 -2.099 0
3.36 -2.09 0
3.367 -2.08 0
3.374 -2.07 0
3.381 -2.061 0
3.388 -2.052 0
3.395 -2.042 0
3.402 -2.033 0
3.409 -2.024 0
3.416 -2.014 0
3.422 -2.005 0
3.429 -1.996 0
3.436 -1.987 0
3.443 -1.978 0
3.449 -1.968 0
3.456 -1.959 0
3.463 -1.949 0
3.469 -1.94 0
3.476 -1.93 0
3.483 -1.92 0
3.489 -1.911 0
3.496 -1.901 0
3.502 -1.891 0
3.509 -1.882 0
3.515 -1.872 0
3.522 -1.862 0
3.528 -1.853 0
3.535 -1.843 0
3.541 -1.833 0
3.547 -1.823 0
3.553 -1.814 0
3.559 -1.804 0
3.566 -1.794 0
3.572 -1.784 0
3.578 -1.774 0
3.584 -1.764 0
3.591 -1.753 0
3.597 -1.743 0
3.603 -1.732 0
3.609 -1.722 0
3.616 -1.711 0
3.62 -1.7 0
3.624 -1.688 0
3.629 -1.676 0
3.633 -1.665 0
3.637 -1.653 0
3.641 -1.642 0
3.645 -1.63 0
3.649 -1.618 0
3.653 -1.607 0
3.657 -1.595 0
3.661 -1.584 0
3.665 -1.572 0
3.669 -1.561 0
3.672 -1.549 0
3.676 -1.537 0
3.679 -1.526 0
3.683 -1.514 0
3.686 -1.502 0
3.69 -1.491 0
3.693 -1.479 0
3.696 -1.467 0
3.7 -1.455 0
3.703 -1.444 0
3.706 -1.432 0
3.709 -1.42 0
3.712 -1.409 0
3.715 -1.397 0
3.718 -1.386 0
3.721 -1.374 0
3.724 -1.362 0
3.727 -1.351 0
3.73 -1.339 0
3.732 -1.328 0
3.735 -1.316 0
3.737 -1.304 0
3.74 -1.293 0
3.742 -1.281 0
3.745 -1.27 0
3.747 -1.258 0
3.749 -1.247 0
3.752 -1.235 0
3.754 -1.224 0
3.756 -1.213 0
3.758 -1.201 0
3.761 -1.19 0
3.763 -1.179 0
3.765 -1.167 0
3.767 -1.156 0
3.769 -1.144 0
3.771 -1.133 0
3.773 -1.122 0
3.775 -1.11 0
3.777 -1.099 0
3.779 -1.088 0
3.781 -1.077 0
3.783 -1.065 0
3.785 -1.054 0
3.786 -1.043 0
3.788 -1.032 0
3.79 -1.021 0
3.792 -1.009 0
3.793 -0.998 0
3.795 -0.986 0
3.796 -0.975 0
3.798 -0.964 0
3.799 -0.953 0
3.8 -0.942 0
3.801 -0.932 0
3.802 -0.921 0
3.803 -0.911 0
3.804 -0.9 0
